has_profile_pic,has_header_pic,bio_length,account_age_days,follower_count,following_count,tweet_count,retweet_ratio,likes_count,lists_count,is_verified,is_default_profile,has_url,avg_tweets_per_day,Label
0,0,42,327,25,2679,22,0.8429007199903296,14,1,0,0,0,0.37227179550669587,1
1,1,35,2411,6816,6067,7305,0.42229875687124807,3967,10,0,0,1,9.72114678310563,0
1,1,87,3337,8872,11959,7564,0.4917679492551409,1698,0,0,0,1,17.85433444056029,0
1,1,12,213,87,1654,11,0.8005624142112617,15,0,0,0,0,1.4381548947077112,1
0,1,21,73,94,1939,40,0.9127181558352749,7,1,0,1,1,0.6789003850856121,1
1,1,143,1791,9457,8955,5968,0.3615976885680994,1088,9,0,0,1,13.940946763903824,0
1,0,31,960,8284,7731,7326,0.3709202745342638,2160,10,0,0,1,18.69501423478983,0
1,1,4,161,49,1394,41,0.7266520735262693,0,0,0,1,0,0.8079557526530965,1
1,1,37,316,45,1189,47,0.7969082037262282,13,0,0,1,1,0.872839197459186,1
1,1,66,3019,4716,1090,7920,0.4269649821076442,4507,0,0,0,0,0.641819750033181,0
1,1,159,3279,4237,8160,8165,0.18310825177589135,1944,9,0,0,0,1.2864381405045033,0
1,0,30,1313,638,107,6203,0.2679754741392953,3102,2,0,0,1,1.900384383396356,0
1,0,150,2258,4811,4450,307,0.36773934030511846,1933,6,0,0,1,6.641197935449183,0
1,1,133,3404,6279,6658,8890,0.32071171349027816,2800,3,0,0,1,9.438352263203884,0
1,1,65,920,7179,12665,7966,0.279870790873488,540,7,0,1,0,14.488769094227981,0
1,1,144,1326,7554,5637,3133,0.17934258729973324,2181,5,0,0,0,13.243034175135827,0
0,1,18,5,32,4969,0,0.8441110245599064,14,0,0,1,1,0.7859788979577182,1
1,1,61,566,7661,11309,4659,0.1616302929892334,4943,13,0,0,0,18.723471142003465,0
1,0,43,277,27,1214,33,0.8159046729544946,7,0,0,1,0,1.0368160438904082,1
0,1,124,1987,3565,6959,4414,0.18091087243626758,2065,16,1,0,1,19.207907160545478,0
0,1,0,24,33,1093,18,0.7809462160384643,18,0,0,1,0,1.3908312966561065,1
0,0,44,298,98,762,15,0.9451666600603648,19,1,0,0,1,1.9308387025775873,1
1,1,119,2046,8603,9344,7381,0.3884218643591487,4777,9,0,0,1,3.3488830280557442,0
0,0,13,259,49,4863,0,0.8655720516323456,4,1,0,1,0,0.26803045690128147,1
1,0,138,785,2932,2260,3165,0.3743417969605968,3934,15,0,0,1,15.251314737388041,0
1,1,94,2671,8631,4621,5225,0.32527923697926453,197,1,0,0,0,15.828962608849587,0
1,1,66,494,858,451,5173,0.22235792530460796,107,9,0,0,0,7.54371315002833,0
1,0,123,652,6495,10493,1693,0.47891372923590714,4995,17,0,0,1,6.6998169292830445,0
0,0,7,201,71,1778,34,0.8651053836516253,13,1,0,1,1,0.6459793663537368,1
0,0,16,23,24,776,23,0.9367878544959056,13,1,0,1,1,1.264433195507898,1
1,1,90,3138,8407,2945,7964,0.3974177078549178,4244,17,0,0,0,11.72226986014665,0
1,1,74,3392,4432,5169,3339,0.2881389034852535,3764,4,0,0,0,12.858691271093386,0
0,1,33,128,72,3698,0,0.9537764319033196,1,0,0,0,0,0.15529866934321013,1
0,1,0,108,4,1376,31,0.8594063894704443,14,0,0,1,1,1.9517041589250692,1
1,1,68,1352,5361,5410,2065,0.1271704816891305,1489,7,0,0,1,18.924291333904378,0
0,1,3,338,19,3776,14,0.8497596840523995,4,0,0,1,1,0.8475402398618468,1
1,0,141,508,9697,6698,2515,0.19833533507220708,3166,2,0,0,1,5.618446866971296,0
1,0,34,124,35,3979,26,0.8900235220726381,13,1,0,0,1,1.153762402622417,1
1,0,37,54,51,1159,31,0.8578835381014608,17,1,0,0,0,0.579940237887218,1
1,0,18,133,34,1232,42,0.9117494451636083,14,1,0,1,1,1.7337374106216827,1
1,1,107,3588,5203,7632,7466,0.26584802495859117,1908,14,0,0,1,0.9869325584655583,0
1,0,0,39,50,4562,13,0.7144276931236105,9,0,0,1,0,0.5435730321602583,1
1,0,0,68,33,4650,9,0.8370191778657521,8,0,0,0,0,0.5094974146734377,1
1,1,135,1327,1595,1376,3340,0.27323044103471705,3838,9,0,0,1,6.632294399396955,0
1,1,87,1948,5498,7289,5486,0.3498389006080618,3241,5,0,1,1,15.11010844674811,0
1,1,29,1704,8770,5492,9621,0.23400342798307833,1803,16,0,0,1,13.935499707277081,0
1,1,35,1465,4556,832,4076,0.18809755096114422,1434,12,0,0,1,8.519421770337948,0
1,1,41,219,22,1966,26,0.8169278162279476,13,1,0,0,0,0.25769742400050966,1
1,1,35,3138,3885,7735,1143,0.3014307585354366,864,18,1,0,0,7.0715544310765415,0
1,1,55,2507,6232,3132,1648,0.35216037041439985,417,0,0,0,0,18.62097270787328,0
1,1,77,929,9959,13493,3770,0.42367792146269656,4807,4,0,1,0,0.8737738067370666,0
1,1,40,476,3942,782,1261,0.23905403479048057,210,17,0,1,0,17.74768242848034,0
1,0,156,2040,2858,3290,7820,0.39292167688778634,3388,7,0,0,1,4.018264530586723,0
1,1,121,617,7051,5161,9421,0.4068682873796243,351,3,0,0,0,14.994242266869495,0
1,1,34,2138,6701,8408,6574,0.316881755487726,3253,2,0,0,1,18.893068525265893,0
1,1,25,11,9,2820,39,0.8795594727053097,8,0,0,1,0,0.7773055972596941,1
1,1,158,2976,7050,5748,2160,0.1661603618005436,2437,0,0,0,1,11.802412534951536,0
0,0,0,190,6,899,32,0.8528266384449369,6,1,0,1,0,0.6125072415732233,1
1,0,132,1476,6441,8467,822,0.374770966709721,3724,2,0,0,0,8.439887902678068,0
1,1,113,2883,155,273,4455,0.33117989633913714,3980,3,0,1,0,15.25068678916687,0
1,1,72,3308,7420,11798,4891,0.3881664276369372,2415,17,0,0,1,11.892383382218503,0
0,0,0,319,85,616,1,0.9392677301911565,10,1,0,1,0,0.14489377558911776,1
1,0,0,355,71,1409,12,0.9843064077893413,1,0,0,1,0,0.5991313559077478,1
1,1,80,1826,1467,1387,1218,0.3619103005137041,710,11,0,0,1,12.734232828659005,0
0,0,0,155,16,4955,30,0.8130086085960396,12,0,0,0,0,0.03685543747643494,1
0,0,32,161,27,2653,40,0.9248137050172468,5,1,0,0,0,0.37975065819183995,1
1,0,39,69,19,2051,40,0.8712284442877221,8,0,0,1,0,1.1076468812674511,1
1,1,20,1041,4005,4784,1720,0.25942368965765106,3168,6,0,0,1,14.243514198543263,0
1,1,72,1343,159,199,2015,0.4613094488955657,154,17,0,0,1,2.2421280946914033,0
1,1,67,1673,2509,1150,5579,0.2619643257079376,2859,9,1,0,1,8.515420274343134,0
1,1,52,624,818,1357,1638,0.4735805354330873,119,5,0,0,0,1.2374926627646885,0
0,1,20,250,97,4311,1,0.8793170695767593,3,1,0,1,1,0.56770905721729,1
0,0,17,12,89,3617,33,0.7386245194898932,12,0,0,0,1,1.2558007789818155,1
0,1,25,287,4,2453,9,0.7635266051996434,10,1,0,0,0,1.9673578505268272,1
1,0,21,70,95,2014,38,0.9169214908149006,9,1,0,1,0,0.02921799421776572,1
1,1,24,1054,953,1147,4882,0.3049732930277261,4557,12,0,0,1,0.6576511923352122,0
0,0,0,175,83,4533,3,0.8151516649134938,3,1,0,0,0,1.0991673134442872,1
1,1,83,2247,4033,6588,6939,0.3263452294238478,1812,0,0,0,1,9.088474127792898,0
1,1,132,2068,4140,7108,3424,0.3547768042442522,2956,2,0,0,1,15.639864779431011,0
1,0,153,3158,9523,12491,4961,0.2931577746394395,2826,11,0,0,1,1.2449542832691256,0
1,0,0,283,8,706,14,0.7332672462435493,12,0,0,0,0,0.6287119621526533,1
1,1,152,2675,3624,3734,1188,0.21197493187676267,3422,14,0,0,0,15.183141537274278,0
1,1,20,144,68,4991,24,0.8661109157037402,3,0,0,1,1,0.18241220609738074,1
1,0,35,57,51,731,22,0.7353917450884184,6,1,0,1,0,0.2011254641668887,1
1,0,108,3227,947,1017,4612,0.43617710021840805,4230,6,0,0,1,6.202094135742835,0
1,0,19,91,81,3508,49,0.9706709210386715,12,1,0,0,0,0.44170556592601784,1
1,0,0,253,12,3350,10,0.8081280481424458,18,1,0,1,0,1.3086840109854394,1
1,1,108,1680,93,180,1016,0.38030346697588635,1810,11,0,0,1,4.667935110191878,0
0,0,147,3321,9661,10866,3484,0.16227703910237318,1944,3,0,0,0,1.7998666815544688,0
1,1,43,2950,9316,9471,9216,0.19344990545942664,3102,3,0,1,1,7.908523673759283,0
1,1,26,2962,6679,9267,9367,0.4210258137394497,3517,11,1,1,0,1.7849333551324331,0
1,0,104,2984,7820,5513,5874,0.25926197783391003,846,15,0,0,0,19.21166545876678,0
0,0,15,292,80,3036,23,0.7477075011220784,14,1,0,0,1,0.2440609886436973,1
1,1,130,3281,2180,4271,3329,0.1832927234432858,1716,8,0,0,0,10.333137485464114,0
1,0,33,332,41,4016,12,0.9138333028650493,15,1,0,1,0,1.199542629940996,1
0,0,38,178,62,2712,40,0.7923622375823102,16,0,0,1,1,1.8649778471796037,1
0,0,5,25,78,4723,31,0.8782872251685324,13,1,0,1,0,1.2816526293804125,1
1,1,126,1812,4229,8425,4983,0.14021214347673439,716,11,0,0,1,14.226750192892702,0
1,1,126,828,4142,8054,6068,0.4580135435413748,2231,10,0,0,1,11.66195065637142,0
1,1,74,2273,6522,7330,2331,0.20126085019584697,1611,16,0,0,1,10.135451952254776,0
1,1,123,1462,3160,1314,4519,0.31995076846248416,333,14,1,0,1,10.63385810743235,0
1,1,115,3251,615,630,5509,0.2744166331651801,351,18,0,0,1,6.871450718308739,0
1,1,0,40,79,1139,44,0.7006229552800243,4,1,0,1,1,1.138609968824404,1
1,0,44,143,85,743,41,0.850345899754603,16,1,0,1,0,1.3486076128180968,1
1,1,0,151,65,2908,20,0.8038965305767011,8,0,0,1,0,0.8944050810096713,1
1,1,134,2165,2974,3283,7943,0.33589161443058635,2318,15,1,0,1,11.874991744776091,0
1,0,29,2425,7464,7826,5269,0.12020809066893388,4517,16,0,0,1,3.4129986620389445,0
1,1,147,3119,5297,1517,8946,0.4548426050074682,139,12,0,0,1,10.179778972703142,0
1,1,36,3492,5091,2373,3729,0.4934389198955097,1727,2,0,0,1,1.598498917085176,0
1,1,0,251,2,2623,22,0.8378952458978717,17,0,0,1,0,0.13138423297931845,1
0,1,0,226,77,1271,28,0.882463413029934,12,1,0,1,0,0.11691597447375401,1
1,0,26,180,73,3935,30,0.7370202445616789,19,1,0,1,0,1.6783607899605972,1
0,1,16,316,83,4025,11,0.7498102940248585,15,0,0,1,1,0.33770841335537227,1
1,0,38,257,4,2860,19,0.8138075769767271,10,0,0,1,0,1.5635806596900588,1
1,1,152,2211,356,375,5371,0.15476752959826517,1451,12,0,0,1,10.970003597692282,0
1,1,76,2239,1775,3237,8953,0.31464300370550974,3464,4,0,0,0,1.105828539766898,0
1,0,0,172,1,3161,16,0.998644147211277,19,1,0,1,0,1.9233314719096264,1
1,0,98,2079,6870,10430,4191,0.15335544683730384,4224,6,0,0,1,8.86266004547945,0
0,0,12,89,13,2262,40,0.7899757334520954,8,1,0,0,1,1.754523525652359,1
1,1,73,1680,5952,10037,8629,0.464630754905221,4194,6,0,0,0,16.709293199253878,0
1,0,0,209,72,3056,5,0.9399156291894584,6,0,0,1,1,1.7196476707825519,1
1,0,6,45,78,1031,28,0.8677177854839806,2,0,0,0,1,1.2168178717600355,1
0,1,0,58,40,2681,10,0.7856877965686729,5,1,0,0,0,1.8829484750121308,1
0,0,40,261,64,4523,35,0.9909463135235634,14,0,0,0,0,0.3395158101750815,1
0,0,3,214,14,3291,20,0.8978888099184227,19,1,0,0,1,1.1203645167498237,1
1,0,8,214,24,4293,16,0.7119297894965708,5,1,0,1,0,0.939283549361418,1
0,1,11,181,2,3357,18,0.8706866449845552,0,1,0,1,0,0.8673886626407601,1
1,1,33,78,73,2849,12,0.837579383054152,2,1,0,1,0,1.7953493453559133,1
1,0,12,253,60,3439,23,0.7417740533782328,17,1,0,1,0,0.14183191897595848,1
1,1,82,1965,1130,783,3183,0.41950873164585145,1821,5,0,0,1,14.391683555221972,0
1,1,32,2918,9704,6327,3635,0.2594263846400216,2440,1,0,0,0,13.075673315365881,0
1,0,108,1798,908,667,1713,0.2412551173124706,2890,3,0,0,1,6.917009629355624,0
1,1,98,972,3786,448,4152,0.37140682779376577,321,14,0,0,1,10.96415395484213,0
1,1,26,2403,2884,1806,8360,0.11977897467173891,4009,7,0,0,0,5.306319236746356,0
1,0,26,192,69,1074,8,0.9599316002582936,15,0,0,1,0,1.476898418502653,1
1,1,138,2475,4267,767,2596,0.3619082854408353,3548,4,0,0,0,17.18505145082646,0
1,0,23,211,24,3388,0,0.7982262876200343,0,1,0,0,1,0.7694651530148899,1
1,1,139,991,8450,12912,4108,0.4815683215386889,821,3,0,0,1,4.517462609850644,0
1,1,102,3405,5783,9700,4464,0.13604545317365782,1527,5,0,0,1,5.81487610190031,0
1,0,82,1699,7546,8698,3276,0.4190169915946639,4404,18,0,0,1,13.281342401624501,0
1,1,132,770,5351,7229,3096,0.43489599980618376,3644,9,0,0,0,3.7368919831649423,0
1,1,0,91,97,766,44,0.8375399273707773,10,0,0,0,1,0.5515351365027139,1
1,1,78,1552,6055,5990,4411,0.17028609833473035,706,6,0,0,0,16.59013007539767,0
1,1,141,3061,2613,4787,7421,0.3024924144363521,108,12,0,0,0,2.8716463682618376,0
1,1,24,1916,4112,5492,7113,0.3510224095482586,1329,19,0,0,1,9.930375631657492,0
0,1,87,1222,7691,13543,8812,0.386225130932893,3446,12,0,0,1,17.737956648988142,0
1,1,37,1596,7295,5730,3306,0.2123533092270399,2619,4,0,0,1,2.4545216244375787,0
1,1,46,3013,6626,7413,1817,0.4030193572533486,920,2,0,0,1,18.68265757835834,0
1,1,67,2973,8733,8088,6683,0.47612472037110065,1811,7,0,0,0,11.28041502170298,0
1,1,83,2608,2717,3649,8709,0.16986002618214724,617,11,0,0,0,11.78241429756252,0
1,0,35,22,65,3743,5,0.8398348877975467,15,0,0,1,0,0.4409752788294985,1
1,1,68,1085,4572,2831,7799,0.14776025683052546,2014,1,0,0,0,13.083950850175674,0
1,1,92,2891,4967,6193,6804,0.1654464816553105,4321,13,0,0,0,3.0702331829852474,0
1,1,0,114,15,3562,18,0.8883980147812294,19,1,0,0,0,0.03959131669450877,1
1,1,150,2575,1188,886,3859,0.448881811599558,2476,3,0,0,1,2.56162892840713,0
0,0,7,2,13,3857,48,0.9693865648555058,11,0,0,1,0,0.8934529374052811,1
0,1,29,69,8,4501,37,0.9785666598682408,9,1,0,1,0,0.13211061564432014,1
0,0,22,32,10,1228,32,0.9857945914116151,8,1,0,1,1,0.2918441480702909,1
1,1,103,425,4453,7338,7081,0.12379206524335583,3997,17,0,0,1,17.094573452546356,0
0,0,5,147,8,1318,12,0.8267153566552917,5,1,0,1,0,0.23204536269633858,1
1,1,147,1886,1275,1720,5188,0.4704570533051724,1435,1,0,0,1,10.277231332608824,0
1,0,113,3242,4995,5682,5490,0.17957191191801536,607,5,0,0,0,3.7656745657258286,0
1,1,91,592,6868,2428,2831,0.10520408537034909,1113,6,0,0,1,0.9756243656468864,0
1,0,14,342,42,2758,7,0.737664936969543,9,1,0,0,0,1.1711274575866037,1
1,1,137,3620,5099,5966,5969,0.2078246773009838,4768,6,0,0,0,16.388444031899972,0
1,1,76,2722,8426,13217,5815,0.24803571202798835,4936,16,0,0,1,3.421843616665378,0
0,0,45,217,54,4618,20,0.9139138151902956,12,0,0,1,1,1.901545415462676,1
1,0,93,2763,3773,242,5162,0.15042217254428136,3745,13,0,0,1,13.895572607016048,0
1,1,81,2732,7392,5620,1841,0.2644595729360555,3796,10,0,0,1,16.72716784771781,0
1,1,34,106,14,2026,38,0.8687665603819141,8,1,0,1,0,0.9787850748131774,1
1,1,49,1996,2800,874,6207,0.4810691465996303,1536,19,0,1,0,15.951620119496866,0
0,1,43,232,50,4155,17,0.7950827865301844,19,0,0,1,0,1.7173962424891478,1
1,1,47,1936,1686,2519,931,0.4732543473624875,2175,6,0,0,0,8.239782517740558,0
0,1,143,2122,8726,11299,9962,0.3454831878174989,1201,11,0,0,0,13.31381736169483,0
0,1,0,290,76,2682,3,0.9931839797699342,2,0,0,1,0,1.9703491101813495,1
1,0,0,326,56,2173,39,0.7678375993749016,5,0,0,1,0,0.002947644172622832,1
1,0,109,2867,1068,1871,6955,0.2884690237512567,4884,16,0,0,0,5.1264600913141765,0
1,1,23,2013,3463,1169,3181,0.31755116846444703,2157,2,0,0,1,19.378188609919274,0
1,0,150,2461,7666,1782,2560,0.48649029028232815,3962,16,0,0,1,1.291421386626554,0
1,0,0,133,73,2568,49,0.9645071835530524,12,0,0,1,0,0.5783748925918997,1
1,0,43,46,52,1099,15,0.7170644193332939,19,1,0,1,1,1.3522100516287037,1
1,1,46,155,38,1404,20,0.7038721683942976,0,0,0,0,0,1.287913158895227,1
1,0,49,264,25,4708,39,0.788385818903858,6,0,0,1,1,1.4809522639070383,1
1,1,83,2155,7449,8268,3028,0.2235168119202384,1138,1,0,0,1,2.7630424579990938,0
1,1,52,2822,2758,1597,1479,0.2984703704404461,3820,14,0,0,0,1.5010202408117128,0
1,0,46,80,55,3809,22,0.7151522177148419,5,1,0,1,0,0.944496997890317,1
1,0,41,323,10,1975,16,0.9185112563018938,4,1,0,1,1,1.8935124893844815,1
1,1,34,3173,2113,4165,8114,0.29736268016535805,1653,10,0,0,0,19.686653332776842,0
1,1,105,2238,954,672,2746,0.33190658297370923,2339,10,0,0,0,7.2977481541354905,0
1,1,86,3008,2037,2093,3351,0.32777307323794186,1766,9,0,0,1,8.443418826774273,0
1,1,89,3434,2405,1772,2936,0.4514790335304304,3694,7,0,0,1,5.44771938941379,0
1,0,150,2157,7071,1834,7315,0.24755163666371025,3992,13,0,0,0,11.322861222003176,0
1,1,63,2308,8333,13846,4637,0.1329733088075963,2770,15,0,0,0,15.170535970568757,0
1,1,26,3055,2536,4114,7492,0.4635296123875188,3457,14,0,0,1,0.8297413584991582,0
1,1,90,3569,65,123,9186,0.25009856343762016,463,15,0,0,1,4.182968641875661,0
1,1,48,2395,5291,1882,6047,0.4934927415988024,1829,18,1,0,1,1.2824300950896852,0
1,1,101,2333,1992,3070,7913,0.44299410149448815,841,5,0,0,1,3.9626540513165445,0
1,1,157,1285,418,788,1569,0.3152378656484445,3672,13,0,0,0,9.483887341291371,0
1,1,29,724,7568,8623,6137,0.387606861804774,1148,19,0,0,1,16.928321744930514,0
1,1,86,1115,8830,6705,3086,0.3326355351399022,2274,19,0,0,1,5.5386566334722165,0
1,1,137,957,8051,7219,9897,0.43743477823741606,3427,13,0,0,0,18.174633906062105,0
0,1,0,227,53,4693,46,0.9862260809618899,4,1,0,0,0,0.5245280885996502,1
0,1,29,157,97,3776,14,0.7179149466912668,11,1,0,1,1,0.4783175555644861,1
1,1,35,1314,2931,4622,6285,0.3653450443825972,327,3,0,0,0,3.848344784986919,0
1,0,0,139,51,4994,18,0.8984111833211244,18,0,0,1,0,1.6610689128096798,1
1,0,43,3535,8574,455,9818,0.42021444205069913,78,2,0,0,0,18.53875885071757,0
0,1,15,217,85,4992,18,0.8167605036202489,11,0,0,1,0,0.6386272751808297,1
1,1,103,635,1699,2391,8505,0.4732771668196073,3912,18,0,0,0,17.580693932630997,0
1,1,0,38,45,4783,44,0.7278971919469396,6,1,0,1,1,0.2082747158405749,1
1,0,38,2016,9834,11319,9499,0.159240319450851,3131,15,0,0,1,14.4305574597272,0
1,1,45,3464,6121,11147,6130,0.37156120834388273,3317,10,0,0,1,9.186444423233212,0
1,1,117,1716,6677,4080,4602,0.23510239485289164,743,19,0,0,1,6.732553447407389,0
1,1,149,2427,2723,1354,3788,0.2773013765899849,4180,1,0,1,1,7.401160510630432,0
1,1,109,3444,3066,5611,2358,0.13626483540373535,3791,8,0,0,0,1.7260777512325087,0
1,1,46,1859,7197,192,8600,0.2677551326078744,2042,19,0,0,1,18.0482360954161,0
1,0,46,61,42,1306,45,0.8802395339326594,12,1,0,0,1,0.4633434027668868,1
1,1,159,1996,6272,11466,8693,0.41893472225998507,4663,11,0,0,0,9.003374364276596,0
0,0,5,134,6,4563,31,0.7879925832341694,0,0,0,1,0,0.7434785898126606,1
1,1,23,1699,2143,421,5798,0.12402926734199299,4097,9,0,0,0,18.135828012080573,0
0,1,50,839,8178,14836,704,0.21328763352386698,4966,16,0,0,1,3.519407195625371,0
1,1,147,2915,4917,5419,6786,0.20880102949239587,4637,9,0,0,1,8.504844016292953,0
0,0,8,244,53,4879,34,0.7401086963198308,13,1,0,1,1,1.353234467105013,1
1,1,73,2142,7827,9596,7590,0.24007460973278444,3039,1,0,0,1,9.96270147568112,0
1,0,98,1894,6562,2403,3781,0.33604656893778834,4424,16,0,0,1,1.7114525290418667,0
0,0,8,109,11,3811,32,0.9471371152663884,6,1,0,1,0,1.272802740366814,1
0,1,24,155,31,4706,8,0.8246329001776269,19,1,0,1,0,0.19684837820273748,1
1,1,158,2925,4725,5005,8984,0.2972072833926013,1410,7,0,0,0,17.751162206590323,0
0,1,41,232,84,4060,0,0.8063131548958405,18,1,0,1,1,1.1780401819618231,1
1,1,34,1099,8886,9934,2260,0.33676576176762807,3799,10,0,0,1,8.18256766388625,0
1,1,137,2076,2949,774,1539,0.2916865029734065,3680,13,0,0,1,9.958903718481888,0
1,0,0,51,84,3489,43,0.7705111644411475,10,0,0,1,0,1.1659688523292049,1
0,0,18,310,92,661,9,0.9684482051282947,13,0,0,1,0,0.3919657248382904,1
1,1,115,1182,2989,1396,7174,0.20087279272770778,4836,3,0,0,1,3.7247232975071256,0
1,1,132,2712,8293,771,877,0.346501616228325,3072,4,0,0,0,11.308863764035074,0
1,1,124,1139,4772,5955,7638,0.3794627920324961,1880,5,0,1,1,10.366328478890058,0
1,0,147,1744,1695,247,9680,0.2782919283611477,451,11,0,0,0,12.0209095604624,0
1,0,22,2271,7470,2711,5791,0.3417955929033838,1038,6,0,0,0,17.94465853034395,0
1,1,61,2791,7687,3893,7473,0.2609041654734168,2377,7,0,0,1,7.338840865845643,0
1,1,75,3109,1456,518,4283,0.4827258682363511,4360,12,0,0,1,19.914281935168365,0
1,0,119,3121,806,1594,5840,0.4909691790854992,951,0,0,0,1,7.507110315057851,0
0,1,40,267,55,3182,27,0.8430030484991105,2,0,0,1,0,0.658102730739742,1
1,1,105,2193,6890,8595,863,0.10036233409843609,865,15,0,0,0,7.908060185292728,0
1,1,66,905,5447,176,3167,0.4711165917501262,725,12,0,0,1,0.8517392353405668,0
1,0,132,529,3827,1696,9919,0.3076086774314223,3858,0,0,0,1,7.0150407156879835,0
0,1,0,164,12,3839,36,0.7717199152225088,8,1,0,1,0,1.8633959473623376,1
1,1,61,1040,776,972,382,0.37754526475029293,2931,8,0,1,1,4.089975805538661,0
1,1,46,83,16,2548,44,0.881852390335264,0,0,0,1,0,0.5373449640506147,1
1,1,25,43,43,4880,12,0.7643767359125122,13,1,0,0,0,0.673108429777453,1
1,1,30,1526,6110,5587,3614,0.375704654186382,2818,16,0,0,1,5.419439711748311,0
1,0,59,471,5823,10869,3254,0.33191193702776634,4103,1,0,0,1,15.681995027161811,0
1,0,2,76,45,1026,40,0.802244709936954,19,0,0,0,1,0.8904922245695763,1
0,1,42,281,35,1214,14,0.7591462379718632,12,1,0,0,0,1.2347035148259484,1
1,0,35,319,18,4175,25,0.7076052230246372,8,1,0,1,0,0.3128740853421721,1
1,0,131,3050,2842,3000,9528,0.4473295854601472,4150,6,0,0,1,1.4985238092114168,0
1,0,44,264,81,1535,30,0.785282227878255,17,1,0,1,0,1.4972904682524,1
1,0,0,75,70,4576,1,0.9788948823103985,19,0,0,0,0,1.1079589744401612,1
1,1,100,1026,5701,1008,6639,0.1846867113847863,2361,17,0,0,0,8.245936826541534,0
1,0,4,93,44,1446,37,0.8161823234274523,14,0,0,1,0,0.12289258026157501,1
1,0,10,19,66,948,28,0.850033825622988,18,0,0,1,0,1.0650081328319636,1
1,0,37,272,49,3181,48,0.7412085237906022,15,1,0,0,1,1.3215970593818207,1
1,1,50,2257,5997,9189,3524,0.3613158163605451,1308,10,0,1,1,14.447708108930264,0
1,1,0,279,42,4729,46,0.9186358666769727,17,1,0,1,0,0.15351612377747603,1
1,1,124,910,6381,6623,8211,0.32571340069337273,4888,9,0,0,0,9.614053041234547,0
0,0,40,351,12,1387,15,0.8377911064639221,1,1,0,1,0,1.1455210659101736,1
1,0,0,293,67,4645,23,0.9467842955541035,6,1,0,1,1,0.29940793591391546,1
0,0,0,172,1,2560,39,0.9429623337563904,0,0,0,1,1,1.1912774812156885,1
1,1,11,147,99,945,28,0.9375979100217129,3,1,0,0,0,1.8177308126380072,1
0,0,71,831,1552,698,9283,0.19984988176423335,3091,0,0,1,1,18.699923672768772,0
0,1,40,76,90,2363,24,0.9068580253094684,0,0,0,0,0,0.787728811308317,1
1,1,49,1478,9711,10690,6312,0.35582153055092447,3173,13,0,0,1,9.719687050198132,0
1,1,149,1757,9039,6889,777,0.10029908334821243,4803,8,0,0,1,5.293462446940206,0
1,1,149,820,4797,3024,7898,0.16197671413517437,1578,0,0,0,1,14.703530628964284,0
1,1,37,533,601,809,2046,0.43582668259016877,303,8,0,0,0,8.625818945020981,0
1,0,34,267,13,1814,20,0.7559214960364432,18,0,0,1,1,0.6323931645929892,1
1,1,67,943,378,320,9479,0.23837980714528118,3341,11,0,0,0,8.619647317767447,0
0,1,12,98,69,2430,47,0.9395035374953653,8,1,0,1,0,1.7167176096274397,1
1,1,7,42,12,3172,40,0.7306448588972614,8,0,0,1,0,0.5093412440921024,1
1,0,31,317,38,3572,2,0.8750106295291479,16,0,0,1,0,1.9264450788812226,1
0,0,0,156,1,2897,12,0.8401782988022508,4,0,0,1,0,1.4845975134678886,1
1,1,25,210,40,4925,9,0.7787411755363793,15,0,0,0,1,0.5947230626169446,1
1,0,0,8,31,1187,42,0.7939485984451846,5,1,0,0,1,1.6072070708830704,1
1,0,106,1018,2122,1769,7228,0.1493854294922944,3949,10,0,0,0,13.518233414873084,0
1,0,0,224,21,4663,4,0.7462435129535461,16,0,0,1,1,1.6672999238751711,1
1,1,120,932,4536,2279,2119,0.3578689144289138,2370,14,1,0,1,16.59376505441576,0
1,0,41,155,92,1171,49,0.880580618662288,18,0,0,1,0,0.695238428965367,1
1,0,54,852,2575,3332,3844,0.23215237373185504,3515,13,0,0,0,19.426701323220442,0
1,0,26,108,75,4506,25,0.9368476895272158,7,0,0,1,0,0.8470958319837927,1
1,1,34,2030,6816,9430,8751,0.3018957901521407,4470,2,0,0,1,4.34020300509697,0
1,1,106,3064,2627,2836,4929,0.32495135215376086,3143,11,0,0,1,19.14679613945851,0
1,1,44,2646,5964,10016,7311,0.37564363259472966,3769,15,0,0,1,2.7427132681479076,0
1,1,18,136,72,749,36,0.8563219571525164,6,1,0,1,0,1.3423149467593773,1
1,1,82,1755,4599,6165,2279,0.14125870435134444,3681,18,0,0,0,8.344746222488215,0
1,1,0,101,26,3436,28,0.8442670439809027,12,0,0,0,0,0.7956732510043139,1
1,1,99,479,1551,1513,4506,0.18805169767901067,1091,15,0,0,1,14.245767088261054,0
0,1,0,33,70,4139,40,0.9295948898576158,18,1,0,0,0,0.6206142315833949,1
1,0,13,57,4,3981,29,0.7191639302292708,18,0,0,0,0,0.20473416916641862,1
1,1,27,2486,4664,7683,7924,0.45469375677836177,4778,15,0,0,0,19.412881166694383,0
1,1,49,1398,1345,2333,1720,0.2621615843403696,2932,8,0,0,1,1.8358044551519344,0
1,1,159,924,3882,4574,3931,0.15024508140812085,128,0,0,0,1,0.9132488014431288,0
0,0,6,289,12,4265,6,0.8896846460912919,13,0,0,1,1,0.2027457951063183,1
